region,year,species,population
Addis Ababa,2010,Males 3 years to < 10 years,0
Addis Ababa,2011,Males 3 years to < 10 years,0
Addis Ababa,2012,Males 3 years to < 10 years,0
Addis Ababa,2013,Males 3 years to < 10 years,0
Addis Ababa,2014,Males 3 years to < 10 years,0
Addis Ababa,2015,Males 3 years to < 10 years,0
Addis Ababa,2016,Males 3 years to < 10 years,0
Addis Ababa,2017,Males 3 years to < 10 years,0
Addis Ababa,2018,Males 3 years to < 10 years,0
Addis Ababa,2019,Males 3 years to < 10 years,0
Addis Ababa,2020,Males 3 years to < 10 years,0
Afar,2003,Males 3 years to < 10 years,26152
Afar,2004,Males 3 years to < 10 years,20555
Afar,2005,Males 3 years to < 10 years,26990
Afar,2006,Males 3 years to < 10 years,30410
Afar,2007,Males 3 years to < 10 years,33236
Afar,2008,Males 3 years to < 10 years,31729
Afar,2009,Males 3 years to < 10 years,38221
Afar,2010,Males 3 years to < 10 years,76552
Afar,2011,Males 3 years to < 10 years,74201
Afar,2012,Males 3 years to < 10 years,103588
Afar,2013,Males 3 years to < 10 years,106333
Afar,2014,Males 3 years to < 10 years,109005
Afar,2015,Males 3 years to < 10 years,118632
Afar,2016,Males 3 years to < 10 years,96703
Afar,2017,Males 3 years to < 10 years,83520
Afar,2018,Males 3 years to < 10 years,118897
Afar,2019,Males 3 years to < 10 years,164356
Afar,2020,Males 3 years to < 10 years,147544
Amhara,2003,Males 3 years to < 10 years,3177522
Amhara,2004,Males 3 years to < 10 years,3300892
Amhara,2005,Males 3 years to < 10 years,3511962
Amhara,2006,Males 3 years to < 10 years,3536134
Amhara,2007,Males 3 years to < 10 years,3906997
Amhara,2008,Males 3 years to < 10 years,4405574
Amhara,2009,Males 3 years to < 10 years,4406587
Amhara,2010,Males 3 years to < 10 years,4605562
Amhara,2011,Males 3 years to < 10 years,4485413
Amhara,2012,Males 3 years to < 10 years,4692609
Amhara,2013,Males 3 years to < 10 years,4829625
Amhara,2014,Males 3 years to < 10 years,5124564
Amhara,2015,Males 3 years to < 10 years,5222137
Amhara,2016,Males 3 years to < 10 years,5365997
Amhara,2017,Males 3 years to < 10 years,5442020
Amhara,2018,Males 3 years to < 10 years,5531243
Amhara,2019,Males 3 years to < 10 years,5425755
Amhara,2020,Males 3 years to < 10 years,5761589
Benishangul Gumz,2003,Males 3 years to < 10 years,75525
Benishangul Gumz,2004,Males 3 years to < 10 years,80729
Benishangul Gumz,2005,Males 3 years to < 10 years,90801
Benishangul Gumz,2006,Males 3 years to < 10 years,89482
Benishangul Gumz,2007,Males 3 years to < 10 years,96687
Benishangul Gumz,2008,Males 3 years to < 10 years,104331
Benishangul Gumz,2009,Males 3 years to < 10 years,108276
Benishangul Gumz,2010,Males 3 years to < 10 years,132951
Benishangul Gumz,2011,Males 3 years to < 10 years,154252
Benishangul Gumz,2012,Males 3 years to < 10 years,157887
Benishangul Gumz,2013,Males 3 years to < 10 years,144603
Benishangul Gumz,2014,Males 3 years to < 10 years,182802
Benishangul Gumz,2015,Males 3 years to < 10 years,190860
Benishangul Gumz,2016,Males 3 years to < 10 years,204555
Benishangul Gumz,2017,Males 3 years to < 10 years,203912
Benishangul Gumz,2018,Males 3 years to < 10 years,134094
Benishangul Gumz,2019,Males 3 years to < 10 years,145890
Benishangul Gumz,2020,Males 3 years to < 10 years,140701
Dire Dawa,2003,Males 3 years to < 10 years,5675
Dire Dawa,2004,Males 3 years to < 10 years,4220
Dire Dawa,2005,Males 3 years to < 10 years,5333
Dire Dawa,2006,Males 3 years to < 10 years,4444
Dire Dawa,2007,Males 3 years to < 10 years,6780
Dire Dawa,2008,Males 3 years to < 10 years,5658
Dire Dawa,2009,Males 3 years to < 10 years,8130
Dire Dawa,2010,Males 3 years to < 10 years,7534
Dire Dawa,2011,Males 3 years to < 10 years,7087
Dire Dawa,2012,Males 3 years to < 10 years,7807
Dire Dawa,2013,Males 3 years to < 10 years,6944
Dire Dawa,2014,Males 3 years to < 10 years,7119
Dire Dawa,2015,Males 3 years to < 10 years,7546
Dire Dawa,2016,Males 3 years to < 10 years,8572
Dire Dawa,2017,Males 3 years to < 10 years,6583
Dire Dawa,2018,Males 3 years to < 10 years,7075
Dire Dawa,2019,Males 3 years to < 10 years,8797
Dire Dawa,2020,Males 3 years to < 10 years,9982
Gambela,2003,Males 3 years to < 10 years,0
Gambela,2004,Males 3 years to < 10 years,0
Gambela,2005,Males 3 years to < 10 years,0
Gambela,2006,Males 3 years to < 10 years,0
Gambela,2007,Males 3 years to < 10 years,23036
Gambela,2008,Males 3 years to < 10 years,13495
Gambela,2009,Males 3 years to < 10 years,27618
Gambela,2010,Males 3 years to < 10 years,21808
Gambela,2011,Males 3 years to < 10 years,24737
Gambela,2012,Males 3 years to < 10 years,33309
Gambela,2013,Males 3 years to < 10 years,33630
Gambela,2014,Males 3 years to < 10 years,35642
Gambela,2015,Males 3 years to < 10 years,36856
Gambela,2016,Males 3 years to < 10 years,36207
Gambela,2017,Males 3 years to < 10 years,34381
Gambela,2018,Males 3 years to < 10 years,31954
Gambela,2019,Males 3 years to < 10 years,38725
Gambela,2020,Males 3 years to < 10 years,31065
Harari,2003,Males 3 years to < 10 years,5063
Harari,2004,Males 3 years to < 10 years,5102
Harari,2005,Males 3 years to < 10 years,5523
Harari,2006,Males 3 years to < 10 years,5470
Harari,2007,Males 3 years to < 10 years,7028
Harari,2008,Males 3 years to < 10 years,6184
Harari,2009,Males 3 years to < 10 years,6874
Harari,2010,Males 3 years to < 10 years,7470
Harari,2011,Males 3 years to < 10 years,6548
Harari,2012,Males 3 years to < 10 years,7898
Harari,2013,Males 3 years to < 10 years,7582
Harari,2014,Males 3 years to < 10 years,7708
Harari,2015,Males 3 years to < 10 years,10669
Harari,2016,Males 3 years to < 10 years,8815
Harari,2017,Males 3 years to < 10 years,8804
Harari,2018,Males 3 years to < 10 years,9586
Harari,2019,Males 3 years to < 10 years,8923
Harari,2020,Males 3 years to < 10 years,12119
Oromoa,2003,Males 3 years to < 10 years,4363079
Oromoa,2004,Males 3 years to < 10 years,4617850
Oromoa,2005,Males 3 years to < 10 years,5089121
Oromoa,2006,Males 3 years to < 10 years,5411516
Oromoa,2007,Males 3 years to < 10 years,5719491
Oromoa,2008,Males 3 years to < 10 years,6090431
Oromoa,2009,Males 3 years to < 10 years,6407406
Oromoa,2010,Males 3 years to < 10 years,6592895
Oromoa,2011,Males 3 years to < 10 years,6260737
Oromoa,2012,Males 3 years to < 10 years,6321578
Oromoa,2013,Males 3 years to < 10 years,6419462
Oromoa,2014,Males 3 years to < 10 years,6418428
Oromoa,2015,Males 3 years to < 10 years,6659184
Oromoa,2016,Males 3 years to < 10 years,6773596
Oromoa,2017,Males 3 years to < 10 years,6811830
Oromoa,2018,Males 3 years to < 10 years,6561079
Oromoa,2019,Males 3 years to < 10 years,6849691
Oromoa,2020,Males 3 years to < 10 years,7190553
SNNPR,2003,Males 3 years to < 10 years,1446209
SNNPR,2004,Males 3 years to < 10 years,1499359
SNNPR,2005,Males 3 years to < 10 years,1571542
SNNPR,2006,Males 3 years to < 10 years,1703911
SNNPR,2007,Males 3 years to < 10 years,1901593
SNNPR,2008,Males 3 years to < 10 years,1882503
SNNPR,2009,Males 3 years to < 10 years,2337823
SNNPR,2010,Males 3 years to < 10 years,2227503
SNNPR,2011,Males 3 years to < 10 years,2057882
SNNPR,2012,Males 3 years to < 10 years,2238331
SNNPR,2013,Males 3 years to < 10 years,2199166
SNNPR,2014,Males 3 years to < 10 years,2291713
SNNPR,2015,Males 3 years to < 10 years,2266571
SNNPR,2016,Males 3 years to < 10 years,2284223
SNNPR,2017,Males 3 years to < 10 years,2873069
SNNPR,2018,Males 3 years to < 10 years,2483354
SNNPR,2019,Males 3 years to < 10 years,2585074
SNNPR,2020,Males 3 years to < 10 years,2631051
Somali,2003,Males 3 years to < 10 years,77233
Somali,2004,Males 3 years to < 10 years,75158
Somali,2005,Males 3 years to < 10 years,73522
Somali,2006,Males 3 years to < 10 years,86563
Somali,2007,Males 3 years to < 10 years,82227
Somali,2008,Males 3 years to < 10 years,91059
Somali,2009,Males 3 years to < 10 years,85143
Somali,2010,Males 3 years to < 10 years,84732
Somali,2011,Males 3 years to < 10 years,68897
Somali,2012,Males 3 years to < 10 years,77695
Somali,2013,Males 3 years to < 10 years,77266
Somali,2014,Males 3 years to < 10 years,75072
Somali,2015,Males 3 years to < 10 years,90028
Somali,2016,Males 3 years to < 10 years,82870
Somali,2017,Males 3 years to < 10 years,90961
Somali,2018,Males 3 years to < 10 years,90961
Somali,2019,Males 3 years to < 10 years,414384
Somali,2020,Males 3 years to < 10 years,643046
Tigray,2003,Males 3 years to < 10 years,786292
Tigray,2004,Males 3 years to < 10 years,828380
Tigray,2005,Males 3 years to < 10 years,815727
Tigray,2006,Males 3 years to < 10 years,871293
Tigray,2007,Males 3 years to < 10 years,922849
Tigray,2008,Males 3 years to < 10 years,907580
Tigray,2009,Males 3 years to < 10 years,994304
Tigray,2010,Males 3 years to < 10 years,1127782
Tigray,2011,Males 3 years to < 10 years,1094032
Tigray,2012,Males 3 years to < 10 years,1207819
Tigray,2013,Males 3 years to < 10 years,1296942
Tigray,2014,Males 3 years to < 10 years,1394104
Tigray,2015,Males 3 years to < 10 years,1381093
Tigray,2016,Males 3 years to < 10 years,1482613
Tigray,2017,Males 3 years to < 10 years,1446640
Tigray,2018,Males 3 years to < 10 years,1532976
Tigray,2019,Males 3 years to < 10 years,1552068
Tigray,2020,Males 3 years to < 10 years,1552068
Addis Ababa,2003,Males 10 years and older,3783
Addis Ababa,2004,Males 10 years and older,1734
Addis Ababa,2005,Males 10 years and older,1067
Addis Ababa,2006,Males 10 years and older,1786
Addis Ababa,2007,Males 10 years and older,0
Addis Ababa,2008,Males 10 years and older,0
Addis Ababa,2009,Males 10 years and older,0
Addis Ababa,2010,Males 10 years and older,0
Addis Ababa,2011,Males 10 years and older,0
Addis Ababa,2012,Males 10 years and older,0
Addis Ababa,2013,Males 10 years and older,0
Addis Ababa,2014,Males 10 years and older,0
Addis Ababa,2015,Males 10 years and older,0
Addis Ababa,2016,Males 10 years and older,0
Addis Ababa,2017,Males 10 years and older,0
Addis Ababa,2018,Males 10 years and older,0
Addis Ababa,2019,Males 10 years and older,0
Addis Ababa,2020,Males 10 years and older,0
Afar,2003,Males 10 years and older,793
Afar,2004,Males 10 years and older,1085
Afar,2005,Males 10 years and older,1579
Afar,2006,Males 10 years and older,815
Afar,2007,Males 10 years and older,442
Afar,2008,Males 10 years and older,1132
Afar,2009,Males 10 years and older,2101
Afar,2010,Males 10 years and older,1769
Afar,2011,Males 10 years and older,0
Afar,2012,Males 10 years and older,0
Afar,2013,Males 10 years and older,3370
Afar,2014,Males 10 years and older,0
Afar,2015,Males 10 years and older,3555
Afar,2016,Males 10 years and older,5925
Afar,2017,Males 10 years and older,0
Afar,2018,Males 10 years and older,0
Afar,2019,Males 10 years and older,9691
Afar,2020,Males 10 years and older,3334
Amhara,2003,Males 10 years and older,298353
Amhara,2004,Males 10 years and older,333256
Amhara,2005,Males 10 years and older,310105
Amhara,2006,Males 10 years and older,364436
Amhara,2007,Males 10 years and older,387028
Amhara,2008,Males 10 years and older,338083
Amhara,2009,Males 10 years and older,393656
Amhara,2010,Males 10 years and older,491780
Amhara,2011,Males 10 years and older,342534
Amhara,2012,Males 10 years and older,321049
Amhara,2013,Males 10 years and older,357985
Amhara,2014,Males 10 years and older,279703
Amhara,2015,Males 10 years and older,235390
Amhara,2016,Males 10 years and older,288075
Amhara,2017,Males 10 years and older,257361
Amhara,2018,Males 10 years and older,269479
Amhara,2019,Males 10 years and older,517652
Amhara,2020,Males 10 years and older,508883
Benishangul Gumz,2003,Males 10 years and older,2609
Benishangul Gumz,2004,Males 10 years and older,1822
Benishangul Gumz,2005,Males 10 years and older,3397
Benishangul Gumz,2006,Males 10 years and older,3853
Benishangul Gumz,2007,Males 10 years and older,3860
Benishangul Gumz,2008,Males 10 years and older,9346
Benishangul Gumz,2009,Males 10 years and older,7907
Benishangul Gumz,2010,Males 10 years and older,9613
Benishangul Gumz,2011,Males 10 years and older,7071
Benishangul Gumz,2012,Males 10 years and older,4111
Benishangul Gumz,2013,Males 10 years and older,3642
Benishangul Gumz,2014,Males 10 years and older,6286
Benishangul Gumz,2015,Males 10 years and older,11817
Benishangul Gumz,2016,Males 10 years and older,9816
Benishangul Gumz,2017,Males 10 years and older,3452
Benishangul Gumz,2018,Males 10 years and older,6435
Benishangul Gumz,2019,Males 10 years and older,7286
Benishangul Gumz,2020,Males 10 years and older,0
Dire Dawa,2003,Males 10 years and older,0
Dire Dawa,2004,Males 10 years and older,0
Dire Dawa,2005,Males 10 years and older,0
Dire Dawa,2006,Males 10 years and older,0
Dire Dawa,2007,Males 10 years and older,0
Dire Dawa,2008,Males 10 years and older,0
Dire Dawa,2009,Males 10 years and older,0
Dire Dawa,2010,Males 10 years and older,0
Dire Dawa,2011,Males 10 years and older,0
Dire Dawa,2012,Males 10 years and older,0
Dire Dawa,2013,Males 10 years and older,0
Dire Dawa,2014,Males 10 years and older,0
Dire Dawa,2015,Males 10 years and older,0
Dire Dawa,2016,Males 10 years and older,0
Dire Dawa,2017,Males 10 years and older,0
Dire Dawa,2018,Males 10 years and older,0
Dire Dawa,2019,Males 10 years and older,0
Dire Dawa,2020,Males 10 years and older,0
Gambela,2003,Males 10 years and older,0
Gambela,2004,Males 10 years and older,0
Gambela,2005,Males 10 years and older,0
Gambela,2006,Males 10 years and older,0
Gambela,2007,Males 10 years and older,1104
Gambela,2008,Males 10 years and older,867
Gambela,2009,Males 10 years and older,3815
Gambela,2010,Males 10 years and older,0
Gambela,2011,Males 10 years and older,0
Gambela,2012,Males 10 years and older,1062
Gambela,2013,Males 10 years and older,315
Gambela,2014,Males 10 years and older,0
Gambela,2015,Males 10 years and older,0
Gambela,2016,Males 10 years and older,0
Gambela,2017,Males 10 years and older,0
Gambela,2018,Males 10 years and older,0
Gambela,2019,Males 10 years and older,0
Gambela,2020,Males 10 years and older,2535
Harari,2003,Males 10 years and older,0
Harari,2004,Males 10 years and older,0
Harari,2005,Males 10 years and older,0
Harari,2006,Males 10 years and older,0
Harari,2007,Males 10 years and older,0
Harari,2008,Males 10 years and older,0
Harari,2009,Males 10 years and older,0
Harari,2010,Males 10 years and older,0
Harari,2011,Males 10 years and older,0
Harari,2012,Males 10 years and older,0
Harari,2013,Males 10 years and older,0
Harari,2014,Males 10 years and older,0
Harari,2015,Males 10 years and older,0
Harari,2016,Males 10 years and older,0
Harari,2017,Males 10 years and older,0
Harari,2018,Males 10 years and older,0
Harari,2019,Males 10 years and older,0
Harari,2020,Males 10 years and older,0
Oromoa,2003,Males 10 years and older,219888
Oromoa,2004,Males 10 years and older,202636
Oromoa,2005,Males 10 years and older,243173
Oromoa,2006,Males 10 years and older,258952
Oromoa,2007,Males 10 years and older,272754
Oromoa,2008,Males 10 years and older,324506
Oromoa,2009,Males 10 years and older,245604
Oromoa,2010,Males 10 years and older,267405
Oromoa,2011,Males 10 years and older,256118
Oromoa,2012,Males 10 years and older,235794
Oromoa,2013,Males 10 years and older,199517
Oromoa,2014,Males 10 years and older,189148
Oromoa,2015,Males 10 years and older,225386
Oromoa,2016,Males 10 years and older,207837
Oromoa,2017,Males 10 years and older,186168
Oromoa,2018,Males 10 years and older,181359
Oromoa,2019,Males 10 years and older,486727
Oromoa,2020,Males 10 years and older,353003
SNNPR,2003,Males 10 years and older,30985
SNNPR,2004,Males 10 years and older,24360
SNNPR,2005,Males 10 years and older,31633
SNNPR,2006,Males 10 years and older,28088
SNNPR,2007,Males 10 years and older,40780
SNNPR,2008,Males 10 years and older,41227
SNNPR,2009,Males 10 years and older,28002
SNNPR,2010,Males 10 years and older,40411
SNNPR,2011,Males 10 years and older,37325
SNNPR,2012,Males 10 years and older,40285
SNNPR,2013,Males 10 years and older,39697
SNNPR,2014,Males 10 years and older,35569
SNNPR,2015,Males 10 years and older,38468
SNNPR,2016,Males 10 years and older,31039
SNNPR,2017,Males 10 years and older,35261
SNNPR,2018,Males 10 years and older,0
SNNPR,2019,Males 10 years and older,88033
SNNPR,2020,Males 10 years and older,79743
Somali,2003,Males 10 years and older,0
Somali,2004,Males 10 years and older,0
Somali,2005,Males 10 years and older,0
Somali,2006,Males 10 years and older,0
Somali,2007,Males 10 years and older,0
Somali,2008,Males 10 years and older,724
Somali,2009,Males 10 years and older,0
Somali,2010,Males 10 years and older,0
Somali,2011,Males 10 years and older,0
Somali,2012,Males 10 years and older,0
Somali,2013,Males 10 years and older,0
Somali,2014,Males 10 years and older,0
Somali,2015,Males 10 years and older,0
Somali,2016,Males 10 years and older,0
Somali,2017,Males 10 years and older,0
Somali,2018,Males 10 years and older,0
Somali,2019,Males 10 years and older,15446
Somali,2020,Males 10 years and older,30942
Tigray,2003,Males 10 years and older,61093
Tigray,2004,Males 10 years and older,79178
Tigray,2005,Males 10 years and older,82842
Tigray,2006,Males 10 years and older,87788
Tigray,2007,Males 10 years and older,79677
Tigray,2008,Males 10 years and older,92185
Tigray,2009,Males 10 years and older,75118
Tigray,2010,Males 10 years and older,87741
Tigray,2011,Males 10 years and older,81506
Tigray,2012,Males 10 years and older,93253
Tigray,2013,Males 10 years and older,119615
Tigray,2014,Males 10 years and older,98366
Tigray,2015,Males 10 years and older,128183
Tigray,2016,Males 10 years and older,131734
Tigray,2017,Males 10 years and older,108106
Tigray,2018,Males 10 years and older,85107
Tigray,2019,Males 10 years and older,1332482
Tigray,2020,Males 10 years and older,133248
Addis Ababa,2003,Females < 6 months,1985
Addis Ababa,2004,Females < 6 months,568
Addis Ababa,2005,Females < 6 months,706
Addis Ababa,2006,Females < 6 months,606
Addis Ababa,2007,Females < 6 months,0
Addis Ababa,2008,Females < 6 months,0
Addis Ababa,2009,Females < 6 months,0
Addis Ababa,2010,Females < 6 months,0
Addis Ababa,2011,Females < 6 months,0
Addis Ababa,2012,Females < 6 months,0
Addis Ababa,2013,Females < 6 months,0
Addis Ababa,2014,Females < 6 months,0
Addis Ababa,2015,Females < 6 months,0
Addis Ababa,2016,Females < 6 months,0
Addis Ababa,2017,Females < 6 months,0
Addis Ababa,2018,Females < 6 months,0
Addis Ababa,2019,Females < 6 months,0
Addis Ababa,2020,Females < 6 months,0
Afar,2003,Females < 6 months,46440
