year,region,species,population
2017,Dire Dawa,Total Chicks Indigenous,24322
2018,Dire Dawa,Total Chicks Indigenous,14599
2019,Dire Dawa,Total Chicks Indigenous,19974
2020,Dire Dawa,Total Chicks Indigenous,15555
2003,Gambela,Total Chicks Indigenous,0
2004,Gambela,Total Chicks Indigenous,0
2005,Gambela,Total Chicks Indigenous,0
2006,Gambela,Total Chicks Indigenous,0
2007,Gambela,Total Chicks Indigenous,65460
2008,Gambela,Total Chicks Indigenous,78744
2009,Gambela,Total Chicks Indigenous,75523
2010,Gambela,Total Chicks Indigenous,107690
2011,Gambela,Total Chicks Indigenous,122424
2012,Gambela,Total Chicks Indigenous,114819
2013,Gambela,Total Chicks Indigenous,135984
2014,Gambela,Total Chicks Indigenous,120134
2015,Gambela,Total Chicks Indigenous,132892
2016,Gambela,Total Chicks Indigenous,156063
2017,Gambela,Total Chicks Indigenous,117183
2018,Gambela,Total Chicks Indigenous,160624
2019,Gambela,Total Chicks Indigenous,66893
2020,Gambela,Total Chicks Indigenous,93538
2003,Harari,Total Chicks Indigenous,0
2004,Harari,Total Chicks Indigenous,9235
2005,Harari,Total Chicks Indigenous,11510
2006,Harari,Total Chicks Indigenous,8125
2007,Harari,Total Chicks Indigenous,10241
2008,Harari,Total Chicks Indigenous,9010
2009,Harari,Total Chicks Indigenous,10426
2010,Harari,Total Chicks Indigenous,14821
2011,Harari,Total Chicks Indigenous,11839
2012,Harari,Total Chicks Indigenous,14413
2013,Harari,Total Chicks Indigenous,24101
2014,Harari,Total Chicks Indigenous,18783
2015,Harari,Total Chicks Indigenous,21068
2016,Harari,Total Chicks Indigenous,30447
2017,Harari,Total Chicks Indigenous,20526
2018,Harari,Total Chicks Indigenous,21803
2019,Harari,Total Chicks Indigenous,18346
2020,Harari,Total Chicks Indigenous,31189
2003,Oromoa,Total Chicks Indigenous,0
2004,Oromoa,Total Chicks Indigenous,4045025
2005,Oromoa,Total Chicks Indigenous,4281093
2006,Oromoa,Total Chicks Indigenous,4214698
2007,Oromoa,Total Chicks Indigenous,4978760
2008,Oromoa,Total Chicks Indigenous,4969815
2009,Oromoa,Total Chicks Indigenous,4871314
2010,Oromoa,Total Chicks Indigenous,6511090
2011,Oromoa,Total Chicks Indigenous,5800874
2012,Oromoa,Total Chicks Indigenous,6528266
2013,Oromoa,Total Chicks Indigenous,6711725
2014,Oromoa,Total Chicks Indigenous,6690451
2015,Oromoa,Total Chicks Indigenous,7895821
2016,Oromoa,Total Chicks Indigenous,6875832
2017,Oromoa,Total Chicks Indigenous,6094358
2018,Oromoa,Total Chicks Indigenous,6396758
2019,Oromoa,Total Chicks Indigenous,3787892
2020,Oromoa,Total Chicks Indigenous,4547982
2003,SNNPR,Total Chicks Indigenous,0
2004,SNNPR,Total Chicks Indigenous,2666375
2005,SNNPR,Total Chicks Indigenous,2683952
2006,SNNPR,Total Chicks Indigenous,2735888
2007,SNNPR,Total Chicks Indigenous,2788496
2008,SNNPR,Total Chicks Indigenous,2892538
2009,SNNPR,Total Chicks Indigenous,3317313
2010,SNNPR,Total Chicks Indigenous,3747789
2011,SNNPR,Total Chicks Indigenous,3192288
2012,SNNPR,Total Chicks Indigenous,4093774
2013,SNNPR,Total Chicks Indigenous,4171129
2014,SNNPR,Total Chicks Indigenous,3865324
2015,SNNPR,Total Chicks Indigenous,4286346
2016,SNNPR,Total Chicks Indigenous,3745458
2017,SNNPR,Total Chicks Indigenous,3350702
2018,SNNPR,Total Chicks Indigenous,3047502
2019,SNNPR,Total Chicks Indigenous,1910247
2020,SNNPR,Total Chicks Indigenous,1703140
2003,Somali,Total Chicks Indigenous,0
2004,Somali,Total Chicks Indigenous,36402
2005,Somali,Total Chicks Indigenous,22713
2006,Somali,Total Chicks Indigenous,20340
2007,Somali,Total Chicks Indigenous,21852
2008,Somali,Total Chicks Indigenous,21862
2009,Somali,Total Chicks Indigenous,14572
2010,Somali,Total Chicks Indigenous,24067
2011,Somali,Total Chicks Indigenous,32618
2012,Somali,Total Chicks Indigenous,41247
2013,Somali,Total Chicks Indigenous,67908
2014,Somali,Total Chicks Indigenous,50445
2015,Somali,Total Chicks Indigenous,50978
2016,Somali,Total Chicks Indigenous,46245
2017,Somali,Total Chicks Indigenous,48964
2018,Somali,Total Chicks Indigenous,48964
2019,Somali,Total Chicks Indigenous,97734
2020,Somali,Total Chicks Indigenous,81362
2003,Tigray,Total Chicks Indigenous,0
2004,Tigray,Total Chicks Indigenous,1218153
2005,Tigray,Total Chicks Indigenous,1160655
2006,Tigray,Total Chicks Indigenous,1290778
2007,Tigray,Total Chicks Indigenous,1479681
2008,Tigray,Total Chicks Indigenous,1242089
2009,Tigray,Total Chicks Indigenous,1492710
2010,Tigray,Total Chicks Indigenous,1569584
2011,Tigray,Total Chicks Indigenous,1918608
2012,Tigray,Total Chicks Indigenous,1882136
2013,Tigray,Total Chicks Indigenous,1718472
2014,Tigray,Total Chicks Indigenous,1998661
2015,Tigray,Total Chicks Indigenous,2211474
2016,Tigray,Total Chicks Indigenous,1718448
2017,Tigray,Total Chicks Indigenous,1738319
2018,Tigray,Total Chicks Indigenous,1634772
2019,Tigray,Total Chicks Indigenous,1641678
2020,Tigray,Total Chicks Indigenous,2324946
2003,Addis Ababa,Total Laying Hens Indigenous,0
2004,Addis Ababa,Total Laying Hens Indigenous,8550
2005,Addis Ababa,Total Laying Hens Indigenous,9942
2006,Addis Ababa,Total Laying Hens Indigenous,10703
2007,Addis Ababa,Total Laying Hens Indigenous,0
2008,Addis Ababa,Total Laying Hens Indigenous,0
2009,Addis Ababa,Total Laying Hens Indigenous,0
2010,Addis Ababa,Total Laying Hens Indigenous,0
2011,Addis Ababa,Total Laying Hens Indigenous,0
2012,Addis Ababa,Total Laying Hens Indigenous,0
2013,Addis Ababa,Total Laying Hens Indigenous,0
2014,Addis Ababa,Total Laying Hens Indigenous,0
2015,Addis Ababa,Total Laying Hens Indigenous,0
2016,Addis Ababa,Total Laying Hens Indigenous,0
2017,Addis Ababa,Total Laying Hens Indigenous,0
2018,Addis Ababa,Total Laying Hens Indigenous,0
2010,Addis Ababa,Total Laying Hens Indigenous,0
2020,Addis Ababa,Total Laying Hens Indigenous,0
2003,Afar,Total Laying Hens Indigenous,0
2004,Afar,Total Laying Hens Indigenous,12183
2005,Afar,Total Laying Hens Indigenous,14483
2006,Afar,Total Laying Hens Indigenous,11361
2007,Afar,Total Laying Hens Indigenous,16486
2008,Afar,Total Laying Hens Indigenous,7358
2009,Afar,Total Laying Hens Indigenous,6970
2010,Afar,Total Laying Hens Indigenous,14913
2011,Afar,Total Laying Hens Indigenous,9514
2012,Afar,Total Laying Hens Indigenous,9969
2013,Afar,Total Laying Hens Indigenous,33306
2014,Afar,Total Laying Hens Indigenous,36436
2015,Afar,Total Laying Hens Indigenous,20271
2016,Afar,Total Laying Hens Indigenous,35480
2017,Afar,Total Laying Hens Indigenous,51268
2018,Afar,Total Laying Hens Indigenous,48646
2019,Afar,Total Laying Hens Indigenous,22581
2020,Afar,Total Laying Hens Indigenous,19551
2003,Amhara,Total Laying Hens Indigenous,0
2004,Amhara,Total Laying Hens Indigenous,2839487
2005,Amhara,Total Laying Hens Indigenous,2894146
2006,Amhara,Total Laying Hens Indigenous,3134829
2007,Amhara,Total Laying Hens Indigenous,3909583
2008,Amhara,Total Laying Hens Indigenous,3977295
2009,Amhara,Total Laying Hens Indigenous,4142977
2010,Amhara,Total Laying Hens Indigenous,4325524
2011,Amhara,Total Laying Hens Indigenous,4140862
2012,Amhara,Total Laying Hens Indigenous,4559110
2013,Amhara,Total Laying Hens Indigenous,4565669
2014,Amhara,Total Laying Hens Indigenous,5229601
2015,Amhara,Total Laying Hens Indigenous,5638218
2016,Amhara,Total Laying Hens Indigenous,5110976
2017,Amhara,Total Laying Hens Indigenous,4774746
2018,Amhara,Total Laying Hens Indigenous,4693955
2019,Amhara,Total Laying Hens Indigenous,4367410
2020,Amhara,Total Laying Hens Indigenous,4807891
2003,Benishangul Gumz,Total Laying Hens Indigenous,0
2004,Benishangul Gumz,Total Laying Hens Indigenous,169138
2005,Benishangul Gumz,Total Laying Hens Indigenous,148109
2006,Benishangul Gumz,Total Laying Hens Indigenous,159139
2007,Benishangul Gumz,Total Laying Hens Indigenous,159293
2008,Benishangul Gumz,Total Laying Hens Indigenous,157858
2009,Benishangul Gumz,Total Laying Hens Indigenous,177336
2010,Benishangul Gumz,Total Laying Hens Indigenous,252256
2011,Benishangul Gumz,Total Laying Hens Indigenous,252693
2012,Benishangul Gumz,Total Laying Hens Indigenous,279614
2013,Benishangul Gumz,Total Laying Hens Indigenous,224902
2014,Benishangul Gumz,Total Laying Hens Indigenous,298145
2015,Benishangul Gumz,Total Laying Hens Indigenous,280005
2016,Benishangul Gumz,Total Laying Hens Indigenous,272868
2017,Benishangul Gumz,Total Laying Hens Indigenous,365214
2018,Benishangul Gumz,Total Laying Hens Indigenous,313929
2019,Benishangul Gumz,Total Laying Hens Indigenous,197744
2020,Benishangul Gumz,Total Laying Hens Indigenous,228913
2003,Dire Dawa,Total Laying Hens Indigenous,0
2004,Dire Dawa,Total Laying Hens Indigenous,20309
2005,Dire Dawa,Total Laying Hens Indigenous,21165
2006,Dire Dawa,Total Laying Hens Indigenous,24378
2007,Dire Dawa,Total Laying Hens Indigenous,28421
2008,Dire Dawa,Total Laying Hens Indigenous,24613
2009,Dire Dawa,Total Laying Hens Indigenous,25996
2010,Dire Dawa,Total Laying Hens Indigenous,33003
2011,Dire Dawa,Total Laying Hens Indigenous,33283
2012,Dire Dawa,Total Laying Hens Indigenous,33835
2013,Dire Dawa,Total Laying Hens Indigenous,34266
2014,Dire Dawa,Total Laying Hens Indigenous,38686
2015,Dire Dawa,Total Laying Hens Indigenous,42375
2016,Dire Dawa,Total Laying Hens Indigenous,41099
2017,Dire Dawa,Total Laying Hens Indigenous,43341
2018,Dire Dawa,Total Laying Hens Indigenous,35059
2019,Dire Dawa,Total Laying Hens Indigenous,43020
2020,Dire Dawa,Total Laying Hens Indigenous,49102
2003,Gambela,Total Laying Hens Indigenous,0
2004,Gambela,Total Laying Hens Indigenous,0
2005,Gambela,Total Laying Hens Indigenous,0
2006,Gambela,Total Laying Hens Indigenous,0
2007,Gambela,Total Laying Hens Indigenous,41678
2008,Gambela,Total Laying Hens Indigenous,44428
2009,Gambela,Total Laying Hens Indigenous,46787
2010,Gambela,Total Laying Hens Indigenous,70328
2011,Gambela,Total Laying Hens Indigenous,67909
2012,Gambela,Total Laying Hens Indigenous,69863
2013,Gambela,Total Laying Hens Indigenous,86098
2014,Gambela,Total Laying Hens Indigenous,76603
2015,Gambela,Total Laying Hens Indigenous,91134
2016,Gambela,Total Laying Hens Indigenous,92500
2017,Gambela,Total Laying Hens Indigenous,73505
2018,Gambela,Total Laying Hens Indigenous,109379
2019,Gambela,Total Laying Hens Indigenous,63047
2020,Gambela,Total Laying Hens Indigenous,68727
2003,Harari,Total Laying Hens Indigenous,0
2004,Harari,Total Laying Hens Indigenous,10443
2005,Harari,Total Laying Hens Indigenous,11302
2006,Harari,Total Laying Hens Indigenous,11357
2007,Harari,Total Laying Hens Indigenous,12318
2008,Harari,Total Laying Hens Indigenous,11481
2009,Harari,Total Laying Hens Indigenous,12632
2010,Harari,Total Laying Hens Indigenous,18821
2011,Harari,Total Laying Hens Indigenous,15271
2012,Harari,Total Laying Hens Indigenous,17468
2013,Harari,Total Laying Hens Indigenous,24696
2014,Harari,Total Laying Hens Indigenous,25485
2015,Harari,Total Laying Hens Indigenous,30888
2016,Harari,Total Laying Hens Indigenous,30576
2017,Harari,Total Laying Hens Indigenous,34817
2018,Harari,Total Laying Hens Indigenous,26131
2019,Harari,Total Laying Hens Indigenous,39005
2020,Harari,Total Laying Hens Indigenous,40083
2003,Oromoa,Total Laying Hens Indigenous,0
2004,Oromoa,Total Laying Hens Indigenous,3885205
2005,Oromoa,Total Laying Hens Indigenous,3873366
2006,Oromoa,Total Laying Hens Indigenous,4191987
2007,Oromoa,Total Laying Hens Indigenous,4651292
2008,Oromoa,Total Laying Hens Indigenous,4619840
2009,Oromoa,Total Laying Hens Indigenous,5321361
2010,Oromoa,Total Laying Hens Indigenous,6226091
2011,Oromoa,Total Laying Hens Indigenous,5770724
2012,Oromoa,Total Laying Hens Indigenous,6437660
2013,Oromoa,Total Laying Hens Indigenous,6667548
2014,Oromoa,Total Laying Hens Indigenous,7173970
2015,Oromoa,Total Laying Hens Indigenous,7169964
2016,Oromoa,Total Laying Hens Indigenous,6976846
2017,Oromoa,Total Laying Hens Indigenous,6197152
2018,Oromoa,Total Laying Hens Indigenous,6454167
2019,Oromoa,Total Laying Hens Indigenous,5278021
2020,Oromoa,Total Laying Hens Indigenous,5372672
2003,SNNPR,Total Laying Hens Indigenous,0
2004,SNNPR,Total Laying Hens Indigenous,2118056
2005,SNNPR,Total Laying Hens Indigenous,2036326
2006,SNNPR,Total Laying Hens Indigenous,2076473
2007,SNNPR,Total Laying Hens Indigenous,2491216
2008,SNNPR,Total Laying Hens Indigenous,2109137
2009,SNNPR,Total Laying Hens Indigenous,2662321
2010,SNNPR,Total Laying Hens Indigenous,3291440
2011,SNNPR,Total Laying Hens Indigenous,2624031
2012,SNNPR,Total Laying Hens Indigenous,3081305
2013,SNNPR,Total Laying Hens Indigenous,3342272
2014,SNNPR,Total Laying Hens Indigenous,3395179
2015,SNNPR,Total Laying Hens Indigenous,3269080
2016,SNNPR,Total Laying Hens Indigenous,3430513
2017,SNNPR,Total Laying Hens Indigenous,3198693
2018,SNNPR,Total Laying Hens Indigenous,2636891
2019,SNNPR,Total Laying Hens Indigenous,2105111
2020,SNNPR,Total Laying Hens Indigenous,1815735
2003,Somali,Total Laying Hens Indigenous,0
2004,Somali,Total Laying Hens Indigenous,60941
2005,Somali,Total Laying Hens Indigenous,37716
2006,Somali,Total Laying Hens Indigenous,45795
2007,Somali,Total Laying Hens Indigenous,45173
2008,Somali,Total Laying Hens Indigenous,27632
2009,Somali,Total Laying Hens Indigenous,19506
2010,Somali,Total Laying Hens Indigenous,37251
2011,Somali,Total Laying Hens Indigenous,37175
2012,Somali,Total Laying Hens Indigenous,53603
2013,Somali,Total Laying Hens Indigenous,62588
2014,Somali,Total Laying Hens Indigenous,55455
2015,Somali,Total Laying Hens Indigenous,55076
2016,Somali,Total Laying Hens Indigenous,45956
2017,Somali,Total Laying Hens Indigenous,77123
2018,Somali,Total Laying Hens Indigenous,77123
2019,Somali,Total Laying Hens Indigenous,91490
2020,Somali,Total Laying Hens Indigenous,89562
2003,Tigray,Total Laying Hens Indigenous,0
2004,Tigray,Total Laying Hens Indigenous,845322
2005,Tigray,Total Laying Hens Indigenous,726004
2006,Tigray,Total Laying Hens Indigenous,785772
2007,Tigray,Total Laying Hens Indigenous,991394
2008,Tigray,Total Laying Hens Indigenous,981902
2009,Tigray,Total Laying Hens Indigenous,1042317
2010,Tigray,Total Laying Hens Indigenous,1102744
2011,Tigray,Total Laying Hens Indigenous,1207333
2012,Tigray,Total Laying Hens Indigenous,1310391
2013,Tigray,Total Laying Hens Indigenous,1378174
2014,Tigray,Total Laying Hens Indigenous,1440309
2015,Tigray,Total Laying Hens Indigenous,1410330
2016,Tigray,Total Laying Hens Indigenous,1315399
2017,Tigray,Total Laying Hens Indigenous,1257254
2018,Tigray,Total Laying Hens Indigenous,1221746
2019,Tigray,Total Laying Hens Indigenous,1203229
2020,Tigray,Total Laying Hens Indigenous,1203229
2003,Addis Ababa,Total Poultry Hybrid,0
2004,Addis Ababa,Total Poultry Hybrid,0
2005,Addis Ababa,Total Poultry Hybrid,1048
2006,Addis Ababa,Total Poultry Hybrid,1569
2007,Addis Ababa,Total Poultry Hybrid,0
2008,Addis Ababa,Total Poultry Hybrid,0
2009,Addis Ababa,Total Poultry Hybrid,0
2010,Addis Ababa,Total Poultry Hybrid,0
2011,Addis Ababa,Total Poultry Hybrid,0
2012,Addis Ababa,Total Poultry Hybrid,0
2013,Addis Ababa,Total Poultry Hybrid,0
2014,Addis Ababa,Total Poultry Hybrid,0
2015,Addis Ababa,Total Poultry Hybrid,0
2016,Addis Ababa,Total Poultry Hybrid,0
2017,Addis Ababa,Total Poultry Hybrid,0
2018,Addis Ababa,Total Poultry Hybrid,0
2010,Addis Ababa,Total Poultry Hybrid,0
2020,Addis Ababa,Total Poultry Hybrid,0
2003,Afar,Total Poultry Hybrid,0
2004,Afar,Total Poultry Hybrid,0
2005,Afar,Total Poultry Hybrid,0
2006,Afar,Total Poultry Hybrid,0
2007,Afar,Total Poultry Hybrid,0
2008,Afar,Total Poultry Hybrid,1024
2009,Afar,Total Poultry Hybrid,0
2010,Afar,Total Poultry Hybrid,0
2011,Afar,Total Poultry Hybrid,0
2012,Afar,Total Poultry Hybrid,0
2013,Afar,Total Poultry Hybrid,0
2014,Afar,Total Poultry Hybrid,0
2015,Afar,Total Poultry Hybrid,0
2016,Afar,Total Poultry Hybrid,0
2017,Afar,Total Poultry Hybrid,0
2018,Afar,Total Poultry Hybrid,0
2019,Afar,Total Poultry Hybrid,0
2020,Afar,Total Poultry Hybrid,0
2003,Amhara,Total Poultry Hybrid,0
2004,Amhara,Total Poultry Hybrid,0
2005,Amhara,Total Poultry Hybrid,406086
2006,Amhara,Total Poultry Hybrid,339046
2007,Amhara,Total Poultry Hybrid,302131
2008,Amhara,Total Poultry Hybrid,371217
2009,Amhara,Total Poultry Hybrid,334733
2010,Amhara,Total Poultry Hybrid,389892
2011,Amhara,Total Poultry Hybrid,428131
2012,Amhara,Total Poultry Hybrid,421979
2013,Amhara,Total Poultry Hybrid,368374
2014,Amhara,Total Poultry Hybrid,513705
2015,Amhara,Total Poultry Hybrid,675507
2016,Amhara,Total Poultry Hybrid,1012055
2017,Amhara,Total Poultry Hybrid,874507
2018,Amhara,Total Poultry Hybrid,1278725
2019,Amhara,Total Poultry Hybrid,1318404
2020,Amhara,Total Poultry Hybrid,1622113
2003,Benishangul Gumz,Total Poultry Hybrid,0
2004,Benishangul Gumz,Total Poultry Hybrid,0
2005,Benishangul Gumz,Total Poultry Hybrid,8382
2006,Benishangul Gumz,Total Poultry Hybrid,7260
2007,Benishangul Gumz,Total Poultry Hybrid,1619
2008,Benishangul Gumz,Total Poultry Hybrid,2011
2009,Benishangul Gumz,Total Poultry Hybrid,0
2010,Benishangul Gumz,Total Poultry Hybrid,3867
2011,Benishangul Gumz,Total Poultry Hybrid,7420
2012,Benishangul Gumz,Total Poultry Hybrid,9920
2013,Benishangul Gumz,Total Poultry Hybrid,0
2014,Benishangul Gumz,Total Poultry Hybrid,0
2015,Benishangul Gumz,Total Poultry Hybrid,24505
2016,Benishangul Gumz,Total Poultry Hybrid,20405
2017,Benishangul Gumz,Total Poultry Hybrid,28420
2018,Benishangul Gumz,Total Poultry Hybrid,9454
2019,Benishangul Gumz,Total Poultry Hybrid,11755
2020,Benishangul Gumz,Total Poultry Hybrid,0
2003,Dire Dawa,Total Poultry Hybrid,0
2004,Dire Dawa,Total Poultry Hybrid,0
2005,Dire Dawa,Total Poultry Hybrid,4146
2006,Dire Dawa,Total Poultry Hybrid,2176
2007,Dire Dawa,Total Poultry Hybrid,1420
2008,Dire Dawa,Total Poultry Hybrid,1223
2009,Dire Dawa,Total Poultry Hybrid,2238
2010,Dire Dawa,Total Poultry Hybrid,2829
2011,Dire Dawa,Total Poultry Hybrid,6187
2012,Dire Dawa,Total Poultry Hybrid,6343
2013,Dire Dawa,Total Poultry Hybrid,3594
2014,Dire Dawa,Total Poultry Hybrid,2730
2015,Dire Dawa,Total Poultry Hybrid,2294
2016,Dire Dawa,Total Poultry Hybrid,2994
2017,Dire Dawa,Total Poultry Hybrid,0
2018,Dire Dawa,Total Poultry Hybrid,2781
2019,Dire Dawa,Total Poultry Hybrid,7359
2020,Dire Dawa,Total Poultry Hybrid,8195
2003,Gambela,Total Poultry Hybrid,0
2004,Gambela,Total Poultry Hybrid,0
2005,Gambela,Total Poultry Hybrid,0
2006,Gambela,Total Poultry Hybrid,0
2007,Gambela,Total Poultry Hybrid,0
2008,Gambela,Total Poultry Hybrid,0
2009,Gambela,Total Poultry Hybrid,0
2010,Gambela,Total Poultry Hybrid,86759
2011,Gambela,Total Poultry Hybrid,0
2012,Gambela,Total Poultry Hybrid,0
2013,Gambela,Total Poultry Hybrid,1277
2014,Gambela,Total Poultry Hybrid,340
2015,Gambela,Total Poultry Hybrid,0
2016,Gambela,Total Poultry Hybrid,4321
2017,Gambela,Total Poultry Hybrid,0
2018,Gambela,Total Poultry Hybrid,7762
2019,Gambela,Total Poultry Hybrid,19116
2020,Gambela,Total Poultry Hybrid,11224
2003,Harari,Total Poultry Hybrid,0
2004,Harari,Total Poultry Hybrid,0
2005,Harari,Total Poultry Hybrid,365
2006,Harari,Total Poultry Hybrid,615
2007,Harari,Total Poultry Hybrid,0
2008,Harari,Total Poultry Hybrid,1269
2009,Harari,Total Poultry Hybrid,1070
2010,Harari,Total Poultry Hybrid,2020
2011,Harari,Total Poultry Hybrid,0
2012,Harari,Total Poultry Hybrid,526
2013,Harari,Total Poultry Hybrid,0
2014,Harari,Total Poultry Hybrid,0
2015,Harari,Total Poultry Hybrid,0
2016,Harari,Total Poultry Hybrid,0
2017,Harari,Total Poultry Hybrid,0
2018,Harari,Total Poultry Hybrid,3162
2019,Harari,Total Poultry Hybrid,5498
2020,Harari,Total Poultry Hybrid,0
2003,Oromoa,Total Poultry Hybrid,0
2004,Oromoa,Total Poultry Hybrid,0
2005,Oromoa,Total Poultry Hybrid,551367
2006,Oromoa,Total Poultry Hybrid,545062
2007,Oromoa,Total Poultry Hybrid,396863
2008,Oromoa,Total Poultry Hybrid,348183
2009,Oromoa,Total Poultry Hybrid,436702
2010,Oromoa,Total Poultry Hybrid,376391
2011,Oromoa,Total Poultry Hybrid,410702
